order_id,created_at_utc,channel,amount_cents,status,deleted_at,customer_region
ORD-001787,2025-09-12T20:25:14Z,partner,18005,refunded,,US-E
ORD-001788,2025-07-09T19:54:47Z,mobile,11201,completed,,US-E
ORD-001789,2025-07-30T19:04:23Z,mobile,11879,completed,,US-E
ORD-001790,2025-07-21T17:37:02Z,partner,12036,active,,US-E
ORD-001791,2025-06-24T15:38:17Z,partner,5192,cancelled,,US-W
ORD-001792,2025-01-31T23:58:47Z,partner,5169,completed,,CA
ORD-001793,2025-09-24T21:55:47Z,partner,18170,cancelled,,US-C
ORD-001794,2025-04-09T19:16:06Z,partner,1797,active,,US-W
ORD-001795,2025-09-12T20:04:40Z,partner,72192,completed,,US-C
ORD-001796,2025-01-15T23:27:26Z,mobile,34437,refunded,,CA
ORD-001797,2025-11-29T16:25:10Z,mobile,88964,cancelled,,CA
ORD-001798,2025-10-06T14:31:34Z,partner,21332,cancelled,,US-C
ORD-001799,2025-05-01T14:08:40Z,mobile,20405,completed,,US-C
ORD-001800,2025-04-27T21:19:09Z,web,86631,completed,,US-E
ORD-001801,2025-08-26T18:42:56Z,partner,12229,refunded,,US-W
ORD-001802,2025-01-25T15:46:49Z,web,32263,active,,CA
ORD-001803,2025-10-06T19:08:48Z,web,48951,refunded,,CA
ORD-001804,2025-02-22T19:26:25Z,mobile,84256,active,,US-C
ORD-001805,2025-09-25T15:11:32Z,mobile,85287,refunded,,US-E
ORD-001806,2025-02-28T22:12:47Z,mobile,78930,refunded,2025-03-01T05:12:47Z,US-E
ORD-001807,2025-03-16T19:29:13Z,web,69095,completed,,US-C
ORD-001808,2025-12-30T21:27:04Z,partner,80852,cancelled,,US-E
ORD-001809,2025-01-30T21:48:06Z,partner,56117,completed,,US-C
ORD-001810,2025-01-25T16:39:19Z,web,3837,cancelled,,US-W
ORD-001811,2025-02-11T18:43:22Z,legacy_pos,31200,completed,,CA
ORD-001812,2025-04-22T16:42:03Z,web,59738,cancelled,,US-W
ORD-001813,2025-06-12T00:42:07Z,web,33625,active,,US-E
ORD-001814,2025-10-25T20:39:46Z,legacy_pos,34611,refunded,,US-W
ORD-001815,2025-06-22T18:56:34Z,mobile,41548,completed,,CA
ORD-001816,2025-11-03T22:37:33Z,mobile,3256,completed,,CA
ORD-001817,2025-02-24T15:38:43Z,partner,71811,active,,CA
ORD-001818,2025-05-20T19:28:02Z,partner,88267,cancelled,,US-W
ORD-001819,2025-08-29T16:34:14Z,web,82758,cancelled,,CA
ORD-001820,2025-02-04T20:16:25Z,legacy_pos,700,active,,CA
ORD-001821,2025-11-19T15:44:17Z,web,57609,refunded,,US-E
ORD-001822,2025-11-01T20:58:19Z,mobile,62091,refunded,,US-C
ORD-001823,2025-06-17T21:52:49Z,web,38006,completed,,US-E
ORD-001824,2025-11-28T19:50:10Z,mobile,89566,active,,US-W
ORD-001825,2025-04-15T16:04:05Z,mobile,46018,completed,,CA
ORD-001826,2025-09-22T22:23:57Z,legacy_pos,11900,refunded,,US-C
ORD-001827,2025-06-18T19:58:44Z,web,29576,active,,US-C
ORD-001828,2025-02-01T16:39:36Z,partner,73318,refunded,,US-C
ORD-001829,2025-11-15T18:04:20Z,partner,46342,refunded,,US-W
ORD-001830,2025-07-11T15:11:10Z,mobile,33133,active,,US-C
ORD-001831,2025-03-06T23:47:11Z,partner,49410,refunded,,US-C
ORD-001832,2025-04-18T18:37:30Z,web,71790,active,,US-E
ORD-001833,2025-09-10T20:52:06Z,web,40784,cancelled,,US-E
ORD-001834,2025-01-08T22:31:50Z,partner,43125,completed,,US-E
ORD-001835,2025-08-20T16:35:35Z,mobile,34029,refunded,,US-E
ORD-001836,2025-09-08T19:52:30Z,mobile,77339,refunded,,US-W
ORD-001837,2025-07-08T15:10:03Z,web,53921,active,,US-W
ORD-001838,2025-08-08T14:11:04Z,mobile,23281,refunded,,US-E
ORD-001839,2025-11-20T20:08:55Z,partner,70278,cancelled,,US-W
ORD-001840,2025-09-19T18:26:10Z,partner,18633,active,,US-C
ORD-001841,2025-11-15T19:59:13Z,mobile,79253,cancelled,,CA
ORD-001842,2025-12-17T15:03:09Z,legacy_pos,84932,active,,US-C
ORD-001843,2025-03-10T15:23:05Z,partner,27539,active,,CA
ORD-001844,2025-05-31T14:39:32Z,partner,32322,active,,US-E
ORD-001845,2025-08-28T15:13:46Z,partner,89032,refunded,,CA
ORD-001846,2025-10-26T20:00:39Z,web,75744,refunded,,US-C
ORD-001847,2025-08-20T16:59:40Z,partner,2711,cancelled,,US-E
ORD-001848,2025-02-20T19:31:57Z,web,83142,refunded,,US-W
ORD-001849,2025-11-12T19:17:26Z,web,7607,active,,US-E
ORD-001850,2025-06-29T20:12:20Z,partner,12623,cancelled,,US-W
ORD-001851,2025-06-18T20:15:11Z,partner,60864,active,,CA
ORD-001852,2025-09-15T22:11:13Z,web,16408,cancelled,,US-E
ORD-001853,2025-01-08T19:59:34Z,web,21059,active,,US-W
ORD-001854,2025-03-24T17:04:32Z,mobile,26636,active,,US-E
ORD-001855,2025-09-17T22:19:09Z,mobile,61756,refunded,,CA
ORD-001856,2025-10-27T18:04:34Z,mobile,66450,completed,,CA
ORD-001857,2025-12-23T19:55:32Z,web,36104,refunded,,US-E
ORD-001858,2025-05-17T14:01:28Z,partner,85755,active,,US-E
ORD-001859,2025-07-25T17:02:10Z,web,15363,refunded,,US-W
ORD-001860,2025-08-07T15:50:26Z,web,62770,cancelled,,US-W
ORD-001861,2025-01-15T21:57:52Z,mobile,82789,active,,CA
ORD-001862,2025-08-25T15:42:35Z,mobile,52061,refunded,,US-E
ORD-001863,2025-12-19T22:39:08Z,partner,55658,refunded,,US-C
ORD-001864,2025-01-10T18:46:16Z,web,2906,active,,US-E
ORD-001865,2025-05-03T21:45:55Z,web,69220,cancelled,,US-C
ORD-001866,2025-10-30T22:43:39Z,partner,32923,active,,CA
ORD-001867,2025-05-02T21:01:24Z,mobile,38182,refunded,,US-C
ORD-001868,2025-10-03T18:36:37Z,mobile,58490,active,,US-C
ORD-001869,2025-04-01T14:56:16Z,partner,984,refunded,,CA
ORD-001870,2025-07-12T14:58:54Z,web,13088,cancelled,,US-W
ORD-001871,2025-12-19T17:48:03Z,web,56278,cancelled,,US-C
ORD-001872,2025-12-16T16:57:33Z,partner,82272,active,,US-C
ORD-001873,2025-11-17T21:37:00Z,web,34529,refunded,2025-11-23T03:37:00Z,US-W
ORD-001874,2025-02-13T17:02:24Z,partner,20911,refunded,,US-E
ORD-001875,2025-04-27T21:02:58Z,legacy_pos,42257,completed,,CA
ORD-001876,2025-08-23T15:06:20Z,partner,39414,completed,,US-E
ORD-001877,2025-02-26T18:15:17Z,mobile,65392,completed,,US-W
ORD-001878,2025-10-17T20:03:12Z,legacy_pos,26455,refunded,,CA
ORD-001879,2025-04-21T21:58:36Z,web,8820,completed,,US-E
ORD-001880,2025-05-15T22:47:34Z,partner,24824,refunded,,CA
ORD-001881,2025-07-16T20:52:16Z,mobile,80236,completed,,US-C
ORD-001882,2025-02-16T20:24:53Z,mobile,19638,cancelled,,US-C
ORD-001883,2025-12-09T16:29:15Z,web,84005,cancelled,,US-C
ORD-001884,2025-07-31T22:55:19Z,partner,77472,completed,,US-W
ORD-001885,2025-03-17T21:09:57Z,partner,59644,cancelled,,US-W
ORD-001886,2025-10-22T14:53:24Z,mobile,47180,active,,US-W
ORD-001887,2025-06-25T19:48:49Z,mobile,32185,completed,,CA
ORD-001888,2025-10-30T17:08:24Z,mobile,77436,active,,US-W
ORD-001889,2025-10-27T14:56:03Z,mobile,57626,completed,,CA
ORD-001890,2025-12-27T16:11:29Z,partner,61102,active,,CA
ORD-001891,2025-10-18T20:19:36Z,partner,35713,completed,,US-E
ORD-001892,2025-11-09T17:24:22Z,web,44238,active,,US-C
ORD-001893,2025-09-25T22:49:14Z,web,3753,active,,US-E
ORD-001894,2025-03-24T14:02:45Z,mobile,24910,completed,,US-C
ORD-001895,2025-12-20T19:06:10Z,partner,81318,refunded,,CA
ORD-001896,2025-07-15T15:35:03Z,partner,48054,cancelled,,US-C
ORD-001897,2025-12-21T21:51:30Z,legacy_pos,21491,completed,,US-C
ORD-001898,2025-02-22T21:17:23Z,web,84063,active,,US-E
ORD-001899,2025-01-21T15:24:59Z,partner,8928,completed,,US-W
ORD-001900,2025-08-21T21:47:25Z,web,49657,cancelled,,US-W
ORD-001901,2025-12-27T20:55:06Z,partner,52716,active,,US-E
ORD-001902,2025-10-29T20:01:03Z,web,62662,cancelled,,US-W
ORD-001903,2025-08-14T22:57:34Z,web,28294,refunded,,US-W
ORD-001904,2025-09-04T21:57:41Z,mobile,49948,cancelled,,US-E
ORD-001905,2025-04-15T17:38:52Z,partner,69473,active,,CA
ORD-001906,2025-10-17T18:28:40Z,partner,17685,completed,,CA
ORD-001907,2025-12-02T15:48:08Z,web,58055,cancelled,,CA
ORD-001908,2025-01-18T23:57:05Z,partner,41813,active,,US-C
ORD-001909,2025-12-10T15:11:34Z,web,83098,completed,,US-W
ORD-001910,2025-01-15T20:33:51Z,partner,54399,refunded,,US-E
ORD-001911,2025-01-24T16:23:21Z,mobile,45013,active,,US-C
ORD-001912,2025-01-18T23:53:57Z,mobile,48202,active,,US-W
ORD-001913,2025-11-04T17:12:50Z,web,86373,active,,US-E
ORD-001914,2025-04-29T22:00:50Z,mobile,87501,cancelled,,US-E
ORD-001915,2025-11-15T22:05:36Z,web,88433,cancelled,,US-E
ORD-001916,2025-04-23T17:43:47Z,partner,89706,completed,,US-E
ORD-001917,2025-10-28T00:09:40Z,legacy_pos,34543,completed,,US-C
ORD-001918,2025-11-05T23:23:29Z,mobile,73428,active,,US-E
ORD-001919,2025-08-16T22:55:37Z,partner,57339,active,,US-W
ORD-001920,2025-08-28T21:06:02Z,mobile,6315,active,,US-E
ORD-001921,2025-10-30T19:58:54Z,mobile,32026,cancelled,,US-E
ORD-001922,2025-10-30T18:10:22Z,partner,48120,refunded,,US-C
ORD-001923,2025-05-17T14:32:14Z,partner,13274,refunded,,CA
ORD-001924,2025-09-13T15:46:32Z,legacy_pos,85300,cancelled,,CA
ORD-001925,2025-10-13T18:23:13Z,web,45384,cancelled,,US-E
ORD-001926,2025-11-22T17:49:04Z,web,49166,completed,,US-C
ORD-001927,2025-04-30T14:44:45Z,partner,43947,completed,,CA
ORD-001928,2025-06-12T17:14:47Z,partner,80982,cancelled,,US-C
ORD-001929,2025-08-03T18:41:52Z,partner,53819,refunded,,US-W
ORD-001930,2025-08-15T21:27:20Z,web,37025,cancelled,,US-E
ORD-001931,2025-12-16T22:38:28Z,mobile,48589,cancelled,,CA
ORD-001932,2025-12-29T22:23:30Z,web,49406,completed,,US-W
ORD-001933,2025-12-17T21:58:47Z,mobile,52311,completed,,US-C
ORD-001934,2025-10-11T18:37:45Z,web,18909,cancelled,,US-E
ORD-001935,2025-06-20T21:31:53Z,partner,67200,completed,,US-W
ORD-001936,2025-06-29T15:40:28Z,mobile,750,refunded,,US-W
ORD-001937,2025-10-07T20:01:08Z,mobile,82090,refunded,,US-W
ORD-001938,2025-10-27T15:45:45Z,partner,68007,completed,,CA
ORD-001939,2025-04-28T14:58:50Z,mobile,81511,refunded,,CA
ORD-001940,2025-04-23T20:44:32Z,web,34263,active,,US-C
ORD-001941,2025-01-26T18:30:31Z,partner,3038,completed,,US-W
ORD-001942,2025-04-19T20:39:05Z,web,68409,active,,US-C
ORD-001943,2025-06-26T16:19:29Z,mobile,81708,completed,,US-E
ORD-001944,2025-07-10T22:21:11Z,mobile,46394,cancelled,,US-C
ORD-001945,2025-09-28T19:54:40Z,partner,36247,cancelled,,US-W
ORD-001946,2025-11-11T16:32:10Z,mobile,40254,completed,2025-11-14T23:32:10Z,US-C
ORD-001947,2025-12-09T15:33:23Z,partner,85164,completed,,CA
ORD-001948,2025-11-17T15:53:51Z,partner,28061,active,,US-C
ORD-001949,2025-03-25T16:45:12Z,mobile,86127,cancelled,,US-W
ORD-001950,2025-06-26T18:36:02Z,partner,74950,completed,,CA
ORD-001951,2025-02-07T21:22:38Z,partner,46495,cancelled,,US-E
ORD-001952,2025-10-07T17:07:09Z,mobile,29739,completed,,US-W
ORD-001953,2025-04-18T20:56:13Z,partner,72582,active,,US-E
ORD-001954,2025-12-20T15:31:37Z,mobile,28057,completed,,US-C
ORD-001955,2025-12-25T18:51:07Z,partner,14104,completed,,US-W
ORD-001956,2025-01-30T21:53:40Z,web,69056,refunded,,US-E
ORD-001957,2025-11-19T21:11:23Z,mobile,38615,completed,,CA
ORD-001958,2025-04-18T20:25:02Z,partner,47420,refunded,,US-C
ORD-001959,2025-11-07T21:42:31Z,partner,67066,completed,,US-E
ORD-001960,2025-10-04T14:35:38Z,mobile,63776,active,,US-C
ORD-001961,2025-11-24T23:06:36Z,partner,65271,active,,CA
ORD-001962,2025-11-03T21:54:14Z,web,44754,cancelled,,US-W
ORD-001963,2025-02-25T20:00:02Z,partner,74907,active,,US-W
ORD-001964,2025-08-12T16:55:20Z,partner,1054,active,2025-08-19T23:55:20Z,CA
ORD-001965,2025-08-27T14:47:07Z,web,56128,active,,US-C
ORD-001966,2025-07-05T18:15:46Z,web,55709,completed,,CA
ORD-001967,2025-05-13T18:25:33Z,partner,34691,cancelled,,US-C
ORD-001968,2025-10-04T18:53:07Z,partner,85306,active,,CA
ORD-001969,2025-05-07T16:48:50Z,mobile,68795,completed,,US-C
ORD-001970,2025-03-25T19:03:29Z,web,66697,active,,US-E
ORD-001971,2025-03-04T23:18:49Z,mobile,67957,refunded,,US-C
ORD-001972,2025-12-22T19:02:14Z,web,59945,completed,,US-E
ORD-001973,2025-11-23T18:50:23Z,partner,30943,cancelled,,US-W
ORD-001974,2025-03-27T22:08:06Z,partner,57564,completed,,US-C
ORD-001975,2025-12-09T19:01:50Z,web,61768,completed,,US-E
ORD-001976,2025-10-15T21:38:18Z,partner,19566,refunded,,US-W
ORD-001977,2025-02-08T23:19:56Z,web,51539,refunded,,CA
ORD-001978,2025-05-14T17:50:05Z,mobile,31477,cancelled,,US-C
ORD-001979,2025-05-14T03:56:28Z,mobile,62073,active,,US-C
ORD-001980,2025-11-28T15:59:43Z,mobile,83394,refunded,,US-C
ORD-001981,2025-02-02T16:02:54Z,mobile,2783,cancelled,,CA
ORD-001982,2025-12-13T16:12:51Z,mobile,40765,active,,CA
ORD-001983,2025-10-27T20:03:43Z,mobile,79965,completed,,US-C
ORD-001984,2025-06-27T18:52:27Z,web,70270,completed,,US-E
ORD-001985,2025-06-11T20:38:25Z,mobile,61374,completed,,US-C
ORD-001986,2025-02-08T15:35:10Z,partner,76744,refunded,,US-W
ORD-001987,2025-03-11T17:03:32Z,mobile,85493,completed,,US-E
ORD-001988,2025-03-19T17:01:05Z,web,9607,active,,US-C
ORD-001989,2025-07-04T21:42:32Z,mobile,15319,refunded,,US-C
ORD-001990,2025-07-09T17:26:41Z,web,12411,active,,US-W
ORD-001991,2025-04-25T17:04:03Z,mobile,25728,cancelled,,US-C
ORD-001992,2025-11-05T21:36:12Z,web,34632,completed,,CA
ORD-001993,2025-09-22T20:45:16Z,web,66746,active,,US-E
ORD-001994,2025-11-13T17:14:51Z,web,68729,cancelled,,CA
ORD-001995,2025-11-16T22:33:37Z,web,50802,cancelled,,CA
ORD-001996,2025-06-09T16:36:51Z,mobile,58462,completed,,US-E
ORD-001997,2025-10-15T22:29:09Z,mobile,69906,active,,US-E
ORD-001998,2025-04-21T17:01:55Z,partner,52703,completed,,US-E
ORD-001999,2025-09-16T20:51:37Z,web,74498,active,,US-E
ORD-002000,2025-01-01T22:08:00Z,web,64163,cancelled,,US-W
ORD-002001,2025-02-26T18:02:34Z,web,1373,active,,US-E
ORD-002002,2025-09-12T18:45:48Z,partner,72497,active,,US-W
ORD-002003,2025-12-08T20:43:21Z,web,78272,active,,US-C
ORD-002004,2025-05-18T04:33:39Z,partner,2143,cancelled,,US-C
ORD-002005,2025-04-16T20:21:02Z,partner,24469,cancelled,,CA
ORD-002006,2025-07-24T21:03:01Z,web,44460,active,,CA
ORD-002007,2025-04-14T14:29:16Z,web,34574,active,,US-E
ORD-002008,2025-05-31T20:15:56Z,mobile,54249,refunded,,CA
ORD-002009,2025-09-23T14:42:13Z,web,59499,completed,2025-09-30T20:42:13Z,US-C
ORD-002010,2025-01-25T22:21:52Z,partner,21999,refunded,2025-01-29T19:21:52Z,US-W
ORD-002011,2025-11-03T18:18:00Z,partner,60630,active,,US-C
ORD-002012,2025-07-29T17:30:39Z,web,37899,completed,,US-E
ORD-002013,2025-02-02T20:05:37Z,partner,41402,active,,US-W
ORD-002014,2025-06-03T18:17:58Z,mobile,83780,completed,,US-W
ORD-002015,2025-07-17T19:16:07Z,partner,62691,completed,,US-C
ORD-002016,2025-03-04T16:27:53Z,mobile,80606,refunded,,CA
ORD-002017,2025-03-29T20:47:19Z,web,41164,active,,US-E
ORD-002018,2025-06-19T14:16:46Z,partner,66505,completed,,CA
ORD-002019,2025-08-28T21:26:15Z,partner,13899,refunded,,CA
ORD-002020,2025-05-14T14:30:56Z,mobile,28320,cancelled,,CA
ORD-002021,2025-11-09T19:57:58Z,partner,54110,completed,,US-C
ORD-002022,2025-10-07T22:42:02Z,web,46735,active,,US-C
ORD-002023,2025-12-31T22:30:24Z,web,7213,completed,,US-C
ORD-002024,2025-10-11T14:29:03Z,mobile,30348,completed,,US-W
ORD-002025,2025-02-13T21:54:44Z,mobile,81575,cancelled,,CA
ORD-002026,2025-12-22T19:32:01Z,mobile,19081,refunded,,US-C
ORD-002027,2025-12-20T19:49:13Z,mobile,41486,cancelled,,CA
ORD-002028,2025-05-10T16:41:47Z,mobile,83703,refunded,,US-W
ORD-002029,2025-09-23T14:34:39Z,mobile,51720,cancelled,,CA
ORD-002030,2025-11-30T21:40:58Z,mobile,7684,active,,US-E
ORD-002031,2025-05-12T22:38:22Z,partner,74419,cancelled,,US-E
ORD-002032,2025-10-31T22:14:10Z,partner,13450,completed,,CA
ORD-002033,2025-08-29T22:22:23Z,mobile,44875,refunded,,US-W
ORD-002034,2025-07-15T22:41:11Z,web,41281,active,,CA
ORD-002035,2025-02-28T15:27:57Z,partner,82517,active,,US-W
ORD-002036,2025-09-01T21:29:53Z,web,84386,completed,,US-E
ORD-002037,2025-04-04T15:20:43Z,mobile,4701,cancelled,,US-E
ORD-002038,2025-12-22T18:02:42Z,web,10132,cancelled,,US-C
ORD-002039,2025-11-27T20:52:34Z,legacy_pos,44900,active,,US-W
ORD-002040,2025-08-31T15:28:22Z,mobile,37331,completed,,US-E
ORD-002041,2025-05-21T19:05:48Z,partner,48363,completed,,US-E
ORD-002042,2025-04-21T18:16:39Z,web,65650,active,,CA
ORD-002043,2025-02-01T18:37:39Z,web,51003,completed,,US-W
ORD-002044,2025-09-11T20:57:51Z,web,64750,refunded,,US-W
ORD-002045,2025-05-25T16:49:50Z,mobile,67343,cancelled,,US-W
ORD-002046,2025-01-30T17:18:40Z,partner,66657,completed,,CA
ORD-002047,2025-08-27T19:29:04Z,mobile,17661,completed,,CA
ORD-002048,2025-03-01T19:19:59Z,web,66451,completed,2025-03-09T12:19:59Z,CA
ORD-002049,2025-06-27T16:29:28Z,web,19467,completed,,US-C
ORD-002050,2025-10-19T19:23:34Z,mobile,66836,active,,CA
ORD-002051,2025-07-08T15:33:17Z,mobile,80753,cancelled,,US-C
ORD-002052,2025-02-15T16:55:38Z,partner,69038,completed,,US-E
ORD-002053,2025-01-29T17:51:07Z,partner,84841,completed,,US-W
ORD-002054,2025-05-01T20:59:30Z,partner,69337,completed,,CA
ORD-002055,2025-10-09T16:09:25Z,mobile,9391,active,,US-E
ORD-002056,2025-05-25T15:07:58Z,mobile,52722,refunded,,CA
ORD-002057,2025-03-19T17:08:58Z,mobile,14104,completed,,CA
ORD-002058,2025-12-14T19:30:34Z,partner,46916,refunded,,CA
ORD-002059,2025-11-09T16:35:46Z,partner,71109,active,,CA
ORD-002060,2025-09-28T20:54:56Z,mobile,36036,completed,,US-C
ORD-002061,2025-04-07T21:35:09Z,web,18012,refunded,,US-C
ORD-002062,2025-07-17T22:09:25Z,partner,31844,cancelled,,US-C
ORD-002063,2025-02-01T23:36:50Z,partner,25975,refunded,,US-E
ORD-002064,2025-09-16T17:33:38Z,mobile,81828,cancelled,,US-C
ORD-002065,2025-06-17T17:54:50Z,mobile,9860,active,,US-E
ORD-002066,2025-07-25T22:52:50Z,partner,30068,refunded,,CA
ORD-002067,2025-01-02T18:43:19Z,mobile,50068,cancelled,,US-E
ORD-002068,2025-12-17T16:48:54Z,web,35629,completed,,CA
ORD-002069,2025-06-26T15:51:10Z,partner,26326,active,,US-E
ORD-002070,2025-02-14T04:53:58Z,mobile,73988,completed,,US-E
ORD-002071,2025-11-16T23:41:39Z,web,83634,cancelled,,US-E
ORD-002072,2025-10-18T15:34:51Z,mobile,38992,active,,US-E
ORD-002073,2025-02-09T19:47:09Z,web,28205,active,,US-C
ORD-002074,2025-04-08T22:30:02Z,partner,21950,completed,,CA
ORD-002075,2025-09-18T14:02:56Z,web,79357,refunded,,US-E
ORD-002076,2025-10-24T20:21:44Z,partner,18020,cancelled,,US-E
ORD-002077,2025-06-14T07:53:17Z,web,82953,active,,US-W
ORD-002078,2025-06-09T21:33:45Z,mobile,11025,completed,,CA
ORD-002079,2025-02-22T18:01:15Z,mobile,70896,active,,US-W
ORD-002080,2025-02-15T18:56:13Z,partner,16341,active,,US-W
ORD-002081,2025-01-05T16:52:46Z,partner,11060,cancelled,,US-W
ORD-002082,2025-09-12T22:36:13Z,partner,86593,refunded,,US-E
ORD-002083,2025-07-20T19:30:02Z,partner,52393,refunded,,US-E
ORD-002084,2025-05-31T02:24:33Z,web,7759,cancelled,,US-W
ORD-002085,2025-03-13T17:57:38Z,mobile,42327,cancelled,,US-E
ORD-002086,2025-01-06T22:14:02Z,mobile,15104,active,,US-C
ORD-002087,2025-02-09T20:48:04Z,mobile,87669,cancelled,,US-W
ORD-002088,2025-01-11T03:50:49Z,legacy_pos,22345,active,,US-E
ORD-002089,2025-12-05T22:19:39Z,web,72501,cancelled,,CA
ORD-002090,2025-02-09T16:07:08Z,partner,43447,cancelled,,US-E
ORD-002091,2025-11-01T15:33:09Z,mobile,56866,cancelled,,US-W
ORD-002092,2025-07-08T19:41:13Z,legacy_pos,48331,cancelled,,CA
ORD-002093,2025-03-21T16:30:29Z,web,28792,completed,,US-C
ORD-002094,2025-04-17T16:27:21Z,mobile,56194,refunded,,US-C
ORD-002095,2025-06-01T21:23:00Z,web,57814,refunded,,US-W
ORD-002096,2025-06-09T21:10:47Z,mobile,30526,cancelled,,CA
ORD-002097,2025-03-16T14:35:13Z,mobile,11197,completed,,CA
ORD-002098,2025-07-02T18:39:07Z,web,86585,completed,,US-C
ORD-002099,2025-02-07T16:02:25Z,mobile,36578,active,,CA
ORD-002100,2025-07-01T16:39:29Z,web,7481,completed,,CA
ORD-002101,2025-12-30T23:28:08Z,mobile,57297,cancelled,,US-E
ORD-002102,2025-06-26T21:24:27Z,mobile,24607,cancelled,,US-W
ORD-002103,2025-02-25T15:07:05Z,web,40254,completed,,US-E
ORD-002104,2025-02-21T23:57:04Z,partner,87471,active,,US-E
ORD-002105,2025-07-10T22:35:17Z,web,23029,active,,US-C
ORD-002106,2025-04-02T18:04:07Z,web,26416,refunded,,US-W
ORD-002107,2025-06-22T22:02:15Z,partner,89331,refunded,,US-E
ORD-002108,2025-03-16T18:11:23Z,partner,53050,cancelled,,US-E
ORD-002109,2025-10-06T14:53:51Z,partner,64181,refunded,,CA
ORD-002110,2025-06-07T15:01:11Z,partner,55339,refunded,,US-E
ORD-002111,2025-08-21T14:43:58Z,partner,39473,completed,,US-E
ORD-002112,2025-09-23T17:44:59Z,web,46719,completed,,US-E
ORD-002113,2025-01-27T20:13:45Z,web,86813,cancelled,,US-W
ORD-002114,2025-09-04T14:50:26Z,mobile,39615,active,,CA
ORD-002115,2025-01-04T19:15:04Z,web,51225,active,,US-W
ORD-002116,2025-07-26T17:01:33Z,mobile,24902,cancelled,2025-08-03T20:01:33Z,US-W
ORD-002117,2025-08-31T15:35:33Z,mobile,7284,completed,,US-C
ORD-002118,2025-03-29T16:38:46Z,mobile,24338,refunded,,US-W
ORD-002119,2025-10-08T18:02:07Z,mobile,61997,completed,,CA
ORD-002120,2025-04-20T16:11:55Z,web,82769,completed,,US-E
ORD-002121,2025-03-14T14:27:55Z,mobile,8770,cancelled,,US-C
ORD-002122,2025-10-17T15:30:02Z,web,38430,cancelled,,US-W
ORD-002123,2025-06-12T17:27:06Z,partner,88129,refunded,,US-W
ORD-002124,2025-02-12T18:54:12Z,partner,52149,cancelled,,US-W
ORD-002125,2025-02-08T22:51:54Z,web,21446,completed,,CA
ORD-002126,2025-08-09T15:37:39Z,web,51463,active,,US-E
ORD-002127,2025-04-03T17:14:12Z,mobile,28086,active,,US-E
ORD-002128,2025-08-29T19:47:16Z,web,4768,active,,US-E
ORD-002129,2025-12-15T20:30:42Z,partner,16291,cancelled,,US-W
ORD-002130,2025-07-20T14:19:23Z,mobile,84309,active,,US-W
ORD-002131,2025-12-07T15:00:37Z,partner,54759,refunded,,US-W
ORD-002132,2025-08-01T22:24:42Z,legacy_pos,26800,active,,CA
ORD-002133,2025-09-25T17:39:17Z,partner,50472,active,,US-E
ORD-002134,2025-01-04T22:33:44Z,partner,45777,completed,,US-E
ORD-002135,2025-01-06T19:54:56Z,web,68567,active,,CA
ORD-002136,2025-04-11T16:16:52Z,mobile,22036,cancelled,,US-W
ORD-002137,2025-11-23T19:02:41Z,partner,87810,active,,US-W
ORD-002138,2025-12-28T18:09:23Z,mobile,61194,completed,,US-W
ORD-002139,2025-08-25T19:51:25Z,mobile,55609,cancelled,,US-W
ORD-002140,2025-05-06T22:32:24Z,mobile,82065,completed,,US-C
ORD-002141,2025-07-07T15:02:55Z,web,51518,refunded,,US-E
ORD-002142,2025-06-21T22:43:07Z,partner,56451,completed,,US-C
ORD-002143,2025-07-05T17:21:29Z,mobile,25649,cancelled,,US-C
ORD-002144,2025-04-09T19:39:01Z,partner,26503,refunded,,CA
ORD-002145,2025-11-12T17:32:43Z,partner,86666,active,,US-E
ORD-002146,2025-03-28T19:24:51Z,partner,80177,cancelled,,US-E
ORD-002147,2025-06-03T19:25:22Z,partner,17685,active,,US-C
ORD-002148,2025-01-26T19:21:37Z,partner,21762,completed,2025-02-02T00:21:37Z,US-E
ORD-002149,2025-06-05T15:26:33Z,mobile,69904,active,,US-E
ORD-002150,2025-11-19T16:58:04Z,mobile,65977,cancelled,,CA
ORD-002151,2025-08-04T20:14:13Z,partner,79947,completed,,US-E
ORD-002152,2025-03-20T22:07:28Z,partner,79867,active,,US-E
ORD-002153,2025-05-25T18:07:23Z,partner,5424,refunded,,US-C
ORD-002154,2025-04-24T17:18:40Z,web,75649,active,,CA
ORD-002155,2025-03-12T19:14:55Z,mobile,9284,active,,CA
ORD-002156,2025-03-08T19:44:37Z,partner,79508,completed,,CA
ORD-002157,2025-02-18T17:18:38Z,mobile,3355,cancelled,2025-02-26T13:18:38Z,US-W
ORD-002158,2025-04-16T15:49:04Z,web,7352,completed,,CA
ORD-002159,2025-08-18T14:32:12Z,partner,76959,cancelled,,US-C
ORD-002160,2025-02-03T15:03:03Z,partner,32025,active,,US-E
ORD-002161,2025-01-29T22:23:59Z,mobile,20521,refunded,,CA
ORD-002162,2025-06-23T21:45:00Z,mobile,47293,cancelled,,US-C
ORD-002163,2025-01-16T15:18:23Z,web,43120,refunded,,US-C
ORD-002164,2025-11-23T20:23:21Z,web,12304,active,,US-W
ORD-002165,2025-07-15T20:16:04Z,partner,33062,active,,CA
ORD-002166,2025-02-12T18:13:47Z,mobile,16484,cancelled,,US-E
