entry_id,order_id,business_date,amount_usd,currency,batch_id
LE-0001243,ORD-003529,2025-10-09,141.18,USD,B079
LE-0001244,ORD-011357,2025-08-12,543.98,USD,B080
LE-0001245,ORD-000064,2025-06-25,55.51,USD,B081
LE-0001246,ORD-003248,2025-10-11,245.15,USD,B082
LE-0001247,ORD-001586,2025-02-10,11.46,USD,B083
LE-0001248,ORD-011638,2025-06-23,797.62,USD,B084
LE-0001249,ORD-006187,2025-04-14,471.62,USD,B085
LE-0001250,ORD-010897,2025-10-16,881.15,USD,B086
LE-0001251,ORD-010153,2025-08-26,445.60,USD,B087
LE-0001252,ORD-001497,2025-03-12,769.71,USD,B088
LE-0001253,ORD-001042,2025-04-11,277.08,USD,B089
LE-0001254,ORD-005844,2025-10-04,25.99,USD,B090
LE-0001255,ORD-009319,2025-09-16,174.41,USD,B091
LE-0001256,ORD-002529,2025-01-27,218.71,USD,B092
LE-0001257,ORD-000042,2025-05-30,416.52,USD,B093
LE-0001258,ORD-001861,2025-01-15,827.89,USD,B094
LE-0001259,ORD-001077,2025-04-03,701.89,USD,B095
LE-0001260,ORD-006050,2025-02-26,329.90,USD,B096
LE-0001261,ORD-009574,2025-01-10,430.40,USD,B000
LE-0001262,ORD-005218,2025-11-01,80.30,USD,B001
LE-0001263,ORD-006597,2025-02-04,485.83,USD,B002
LE-0001264,ORD-006417,2025-11-23,837.73,USD,B003
LE-0001265,ORD-005284,2025-03-10,622.13,USD,B004
LE-0001266,ORD-011097,2025-11-27,402.50,USD,B005
LE-0001267,ORD-002047,2025-08-27,176.61,USD,B006
LE-0001268,ORD-002436,2025-08-25,756.58,USD,B007
LE-0001269,ORD-011457,2025-09-15,212.79,USD,B008
LE-0001270,ORD-006576,2025-02-10,495.56,USD,B009
LE-0001271,ORD-004403,2025-05-20,206.57,USD,B010
LE-0001272,ORD-002788,2025-09-03,534.03,USD,B011
LE-0001273,ORD-000582,2025-01-27,727.79,USD,B012
LE-0001274,ORD-000077,2025-07-10,272.58,USD,B013
LE-0001275,ORD-009288,2025-10-17,713.71,USD,B014
LE-0001276,ORD-007580,2025-09-27,69.89,USD,B015
LE-0001277,ORD-006188,2025-12-01,698.34,USD,B016
LE-0001278,ORD-008351,2025-07-12,680.00,USD,B017
LE-0001279,ORD-004458,2025-08-30,106.80,USD,B018
LE-0001280,ORD-010537,2025-01-02,288.28,USD,B019
LE-0001281,ORD-004237,2025-02-24,95.09,USD,B020
LE-0001282,ORD-000603,2025-03-27,155.39,USD,B021
LE-0001283,ORD-009009,2025-05-20,144.95,USD,B022
LE-0001284,ORD-011055,2025-08-13,740.83,USD,B023
LE-0001285,ORD-005964,2025-01-22,554.13,USD,B024
LE-0001286,ORD-011020,2025-10-16,479.63,USD,B025
LE-0001287,ORD-009197,2025-03-28,364.65,USD,B026
LE-0001288,ORD-006159,2025-03-24,576.12,USD,B027
LE-0001289,ORD-001071,2025-03-30,161.61,USD,B028
LE-0001290,ORD-010442,2025-12-28,604.54,USD,B029
LE-0001291,ORD-010570,2025-05-13,805.30,USD,B030
LE-0001292,ORD-006007,2025-02-05,342.53,USD,B031
LE-0001293,ORD-006403,2025-11-15,516.74,USD,B032
LE-0001294,ORD-003478,2025-04-20,200.33,USD,B033
LE-0001295,ORD-000849,2025-11-28,792.81,USD,B034
LE-0001296,ORD-000983,2025-06-10,704.01,USD,B035
LE-0001297,ORD-008037,2025-12-14,726.02,USD,B036
LE-0001298,ORD-002451,2025-07-02,234.85,USD,B037
LE-0001299,ORD-007965,2025-03-09,503.85,USD,B038
LE-0001300,ORD-004043,2025-04-25,375.05,USD,B039
LE-0001301,ORD-003357,2025-11-26,701.11,USD,B040
LE-0001302,ORD-010928,2025-12-21,40.96,USD,B041
LE-0001303,ORD-000719,2025-11-26,794.69,USD,B042
LE-0001304,ORD-010734,2025-12-08,808.64,USD,B043
LE-0001305,ORD-007932,2025-03-14,643.19,USD,B044
LE-0001306,ORD-010832,2025-05-02,364.59,USD,B045
LE-0001307,ORD-010981,2025-06-26,507.99,USD,B046
LE-0001308,ORD-004435,2025-01-10,222.20,USD,B047
LE-0001309,ORD-000345,2025-10-25,798.49,USD,B048
LE-0001310,ORD-001567,2025-07-14,313.63,USD,B049
LE-0001311,ORD-008781,2025-05-04,488.08,USD,B050
LE-0001312,ORD-011778,2025-06-27,745.53,USD,B051
LE-0001313,ORD-004405,2025-03-18,598.05,USD,B052
LE-0001314,ORD-010826,2025-09-05,806.79,USD,B053
LE-0001315,ORD-004474,2025-09-23,801.00,USD,B054
LE-0001316,ORD-000379,2025-01-26,163.00,USD,B055
LE-0001317,ORD-007219,2025-06-24,586.10,USD,B056
LE-0001318,ORD-006998,2025-11-25,606.39,USD,B057
LE-0001319,ORD-006772,2025-07-15,366.00,USD,B058
LE-0001320,ORD-011188,2025-07-18,164.75,USD,B059
LE-0001321,ORD-001659,2025-11-05,810.96,USD,B060
LE-0001322,ORD-011261,2025-01-05,705.92,USD,B061
LE-0001323,ORD-009336,2025-11-19,851.98,USD,B062
LE-0001324,ORD-008139,2025-03-31,596.92,USD,B063
LE-0001325,ORD-008427,2025-09-24,877.83,USD,B064
LE-0001326,ORD-009561,2025-10-12,593.25,USD,B065
LE-0001327,ORD-009704,2025-11-07,68.34,USD,B066
LE-0001328,ORD-001554,2025-08-06,336.06,USD,B067
LE-0001329,ORD-000606,2025-04-23,561.00,USD,B068
LE-0001330,ORD-006969,2025-06-04,536.29,USD,B069
LE-0001331,ORD-010182,2025-12-19,777.15,USD,B070
LE-0001332,ORD-001705,2025-03-13,226.30,USD,B071
LE-0001333,ORD-008750,2025-09-11,471.81,USD,B072
LE-0001334,ORD-010314,2025-04-30,583.29,USD,B073
LE-0001335,ORD-000395,2025-05-04,144.88,USD,B074
LE-0001336,ORD-010040,2025-04-01,609.66,USD,B075
LE-0001337,ORD-011594,2025-05-15,319.03,USD,B076
LE-0001338,ORD-001701,2025-12-09,309.24,USD,B077
LE-0001339,ORD-001368,2025-06-03,89.65,USD,B078
LE-0001340,ORD-011368,2025-08-12,537.81,USD,B079
LE-0001341,ORD-005409,2025-12-05,621.64,USD,B080
LE-0001342,ORD-009841,2025-04-10,439.90,USD,B081
LE-0001343,ORD-004928,2025-02-27,143.15,USD,B082
LE-0001344,ORD-009967,2025-10-25,295.08,USD,B083
LE-0001345,ORD-005109,2025-01-23,874.01,USD,B084
LE-0001346,ORD-000907,2025-10-30,292.56,USD,B085
LE-0001347,ORD-003165,2025-10-15,761.32,USD,B086
LE-0001348,ORD-005172,2025-08-10,727.65,USD,B087
LE-0001349,ORD-009617,2025-06-19,896.42,USD,B088
LE-0001350,ORD-006119,2025-04-15,721.31,USD,B089
LE-0001351,ORD-007849,2025-04-07,370.07,USD,B090
LE-0001352,ORD-000004,2025-09-11,22.97,USD,B091
LE-0001353,ORD-007345,2025-05-08,813.21,USD,B092
LE-0001354,ORD-006127,2025-07-23,622.50,USD,B093
LE-0001355,ORD-010397,2025-03-26,295.35,USD,B094
LE-0001356,ORD-002216,2025-03-14,92.08,USD,B095
LE-0001357,ORD-005277,2025-05-19,404.52,USD,B096
LE-0001358,ORD-000148,2025-06-24,513.03,USD,B000
LE-0001359,ORD-009030,2025-12-19,808.37,USD,B001
LE-0001360,ORD-007543,2025-05-01,765.19,USD,B002
LE-0001361,ORD-004963,2025-08-18,67.07,USD,B003
LE-0001362,ORD-005714,2025-12-29,50.47,USD,B004
LE-0001363,ORD-009304,2025-10-04,37.71,USD,B005
LE-0001364,ORD-003074,2025-01-20,615.45,USD,B006
LE-0001365,ORD-001636,2025-08-01,738.27,USD,B007
LE-0001366,ORD-000657,2025-02-01,753.82,USD,B008
LE-0001367,ORD-011712,2025-07-28,451.41,USD,B009
LE-0001368,ORD-005941,2025-03-21,745.50,USD,B010
LE-0001369,ORD-009785,2025-08-15,389.64,USD,B011
LE-0001370,ORD-008629,2025-06-30,479.68,USD,B012
LE-0001371,ORD-006410,2025-02-08,234.96,USD,B013
LE-0001372,ORD-002625,2025-12-22,174.60,USD,B014
LE-0001373,ORD-004924,2025-05-11,218.52,USD,B015
LE-0001374,ORD-011762,2025-05-08,718.64,USD,B016
LE-0001375,ORD-010517,2025-06-11,602.27,USD,B017
LE-0001376,ORD-007130,2025-02-10,528.66,USD,B018
LE-0001377,ORD-008805,2025-06-29,245.18,USD,B019
LE-0001378,ORD-005037,2025-03-18,242.00,USD,B020
LE-0001379,ORD-011270,2025-09-20,132.00,USD,B021
LE-0001380,ORD-007332,2025-03-08,410.07,USD,B022
LE-0001381,ORD-003973,2025-04-14,539.04,USD,B023
LE-0001382,ORD-009757,2025-08-27,383.72,USD,B024
LE-0001383,ORD-006382,2025-01-12,109.32,USD,B025
LE-0001384,ORD-001740,2025-06-25,348.00,USD,B026
LE-0001385,ORD-009993,2025-04-29,304.98,USD,B027
LE-0001386,ORD-003734,2025-11-30,686.63,USD,B028
LE-0001387,ORD-010335,2025-08-13,146.76,USD,B029
LE-0001388,ORD-002305,2025-10-28,348.27,USD,B030
LE-0001389,ORD-008378,2025-12-31,641.99,USD,B031
LE-0001390,ORD-002078,2025-06-09,110.25,USD,B032
LE-0001391,ORD-001102,2025-05-24,10.02,USD,B033
LE-0001392,ORD-007920,2025-11-23,244.24,USD,B034
LE-0001393,ORD-004048,2025-01-13,830.00,USD,B035
LE-0001394,ORD-006551,2025-11-04,688.18,USD,B036
LE-0001395,ORD-002297,2025-02-12,720.96,USD,B037
LE-0001396,ORD-005467,2025-10-02,642.92,USD,B038
LE-0001397,ORD-003997,2025-05-09,98.69,USD,B039
LE-0001398,ORD-002460,2025-11-24,249.99,USD,B040
LE-0001399,ORD-006778,2025-09-07,304.08,USD,B041
LE-0001400,ORD-010550,2025-09-10,865.21,USD,B042
LE-0001401,ORD-009941,2025-01-31,471.80,USD,B043
LE-0001402,ORD-005780,2025-10-05,542.50,USD,B044
LE-0001403,ORD-010861,2025-03-25,481.06,USD,B045
LE-0001404,ORD-000676,2025-01-21,557.78,USD,B046
LE-0001405,ORD-003567,2025-07-15,643.29,USD,B047
LE-0001406,ORD-009912,2025-07-11,546.30,USD,B048
LE-0001407,ORD-003929,2025-11-24,867.02,USD,B049
LE-0001408,ORD-007744,2025-10-30,546.23,USD,B050
LE-0001409,ORD-001161,2025-07-18,621.78,USD,B051
LE-0001410,ORD-009493,2025-09-25,91.56,USD,B052
LE-0001411,ORD-006891,2025-06-16,189.06,USD,B053
LE-0001412,ORD-010050,2025-09-03,21.09,USD,B054
LE-0001413,ORD-009429,2025-03-08,783.76,USD,B055
LE-0001414,ORD-008604,2025-02-07,223.02,USD,B056
LE-0001415,ORD-009986,2025-12-21,708.00,USD,B057
LE-0001416,ORD-007906,2025-08-31,402.64,USD,B058
LE-0001417,ORD-004974,2025-11-07,607.37,USD,B059
LE-0001418,ORD-004968,2025-10-18,79.22,USD,B060
LE-0001419,ORD-004076,2025-12-14,153.61,USD,B061
LE-0001420,ORD-004292,2025-01-14,557.63,USD,B062
LE-0001421,ORD-009584,2025-06-24,33.39,USD,B063
LE-0001422,ORD-011463,2025-10-14,356.22,USD,B064
LE-0001423,ORD-010807,2025-03-06,851.57,USD,B065
LE-0001424,ORD-001745,2025-07-15,768.61,USD,B066
LE-0001425,ORD-006250,2025-10-12,757.00,USD,B067
LE-0001426,ORD-003320,2025-04-30,125.66,USD,B068
LE-0001427,ORD-000642,2025-12-04,109.28,USD,B069
LE-0001428,ORD-007173,2025-03-01,317.28,USD,B070
LE-0001429,ORD-009315,2025-09-23,857.29,USD,B071
LE-0001430,ORD-003378,2025-07-07,325.00,USD,B072
LE-0001431,ORD-008469,2025-06-28,431.82,USD,B073
LE-0001432,ORD-002772,2025-12-21,879.44,USD,B074
LE-0001433,ORD-011473,2025-05-09,72.80,USD,B075
LE-0001434,ORD-008802,2025-10-21,283.08,USD,B076
LE-0001435,ORD-003455,2025-07-14,340.99,USD,B077
LE-0001436,ORD-006857,2025-03-14,292.24,USD,B078
LE-0001437,ORD-005115,2025-10-14,438.72,USD,B079
LE-0001438,ORD-008855,2025-06-07,643.44,USD,B080
LE-0001439,ORD-009098,2025-04-10,833.52,USD,B081
LE-0001440,ORD-009134,2025-04-27,417.18,USD,B082
LE-0001441,ORD-002754,2025-04-15,267.52,USD,B083
LE-0001442,ORD-008421,2025-01-31,756.01,USD,B084
LE-0001443,ORD-000529,2025-03-14,799.92,USD,B085
LE-0001444,ORD-002255,2025-07-02,830.15,USD,B086
LE-0001445,ORD-003646,2025-11-18,857.55,USD,B087
LE-0001446,ORD-010316,2025-03-01,465.16,USD,B088
LE-0001447,ORD-001871,2025-12-19,562.78,USD,B089
LE-0001448,ORD-006653,2025-10-08,586.11,USD,B090
LE-0001449,ORD-005298,2025-10-04,418.66,USD,B091
LE-0001450,ORD-001469,2025-02-24,503.59,USD,B092
LE-0001451,ORD-001315,2025-03-04,589.94,USD,B093
LE-0001452,ORD-006179,2025-03-20,268.47,USD,B094
LE-0001453,ORD-000937,2025-11-22,763.00,USD,B095
LE-0001454,ORD-006720,2025-05-27,429.78,USD,B096
LE-0001455,ORD-004209,2025-05-26,392.16,USD,B000
LE-0001456,ORD-008403,2025-12-07,551.78,USD,B001
LE-0001457,ORD-004764,2025-07-04,21.72,USD,B002
LE-0001458,ORD-006295,2025-11-16,695.79,USD,B003
LE-0001459,ORD-005888,2025-12-07,892.97,USD,B004
LE-0001460,ORD-006923,2025-06-16,553.92,USD,B005
LE-0001461,ORD-009419,2025-07-14,243.47,USD,B006
LE-0001462,ORD-007942,2025-05-10,492.39,USD,B007
LE-0001463,ORD-003257,2025-11-13,536.25,USD,B008
LE-0001464,ORD-007611,2025-05-08,486.27,USD,B009
LE-0001465,ORD-000949,2025-03-22,501.39,USD,B010
LE-0001466,ORD-000905,2025-05-01,375.18,USD,B011
LE-0001467,ORD-009369,2025-04-04,792.70,USD,B012
LE-0001468,ORD-006934,2025-09-06,390.15,USD,B013
LE-0001469,ORD-006415,2025-04-05,283.00,USD,B014
LE-0001470,ORD-004486,2025-03-01,322.52,USD,B015
LE-0001471,ORD-009458,2025-03-13,125.32,USD,B016
LE-0001472,ORD-009930,2025-01-04,95.27,USD,B017
LE-0001473,ORD-002091,2025-11-01,568.66,USD,B018
LE-0001474,ORD-004311,2025-01-16,318.11,USD,B019
LE-0001475,ORD-002558,2025-08-23,194.85,USD,B020
LE-0001476,ORD-008697,2025-02-27,894.00,USD,B021
LE-0001477,ORD-009425,2025-04-18,770.72,USD,B022
LE-0001478,ORD-005499,2025-04-20,807.71,USD,B023
LE-0001479,ORD-008053,2025-08-16,443.00,USD,B024
LE-0001480,ORD-009678,2025-07-10,428.65,USD,B025
LE-0001481,ORD-007224,2025-06-07,651.74,USD,B026
LE-0001482,ORD-002458,2025-11-19,862.10,USD,B027
LE-0001483,ORD-006745,2025-02-23,371.42,USD,B028
LE-0001484,ORD-001888,2025-10-30,774.36,USD,B029
LE-0001485,ORD-007860,2025-12-05,830.35,USD,B030
LE-0001486,ORD-004814,2025-03-24,18.89,USD,B031
LE-0001487,ORD-004169,2025-06-28,608.44,USD,B032
LE-0001488,ORD-005737,2025-02-23,559.40,USD,B033
LE-0001489,ORD-011064,2025-04-29,266.08,USD,B034
LE-0001490,ORD-004795,2025-05-26,851.15,USD,B035
LE-0001491,ORD-011245,2025-04-19,594.23,USD,B036
LE-0001492,ORD-004079,2025-09-10,736.67,USD,B037
LE-0001493,ORD-010833,2025-04-17,882.00,USD,B038
LE-0001494,ORD-007035,2025-06-05,685.50,USD,B039
LE-0001495,ORD-001166,2025-11-14,686.51,USD,B040
LE-0001496,ORD-010693,2025-11-06,743.87,USD,B041
LE-0001497,ORD-002927,2025-12-07,296.33,USD,B042
LE-0001498,ORD-008710,2025-09-07,164.06,USD,B043
LE-0001499,ORD-011075,2025-10-14,799.12,USD,B044
LE-0001500,ORD-008361,2025-11-23,332.29,USD,B045
LE-0001501,ORD-009974,2025-03-17,744.74,USD,B046
LE-0001502,ORD-000702,2025-02-17,850.53,USD,B047
LE-0001503,ORD-009003,2025-02-05,611.25,USD,B048
LE-0001504,ORD-004724,2025-02-11,731.05,USD,B049
LE-0001505,ORD-006427,2025-10-31,792.48,USD,B050
LE-0001506,ORD-004397,2025-06-11,693.23,USD,B051
LE-0001507,ORD-004817,2025-02-24,95.82,USD,B052
LE-0001508,ORD-001608,2025-09-15,434.35,USD,B053
LE-0001509,ORD-003867,2025-03-23,622.72,USD,B054
LE-0001510,ORD-008917,2025-02-10,320.36,USD,B055
LE-0001511,ORD-008216,2025-05-29,845.00,USD,B056
LE-0001512,ORD-007432,2025-09-11,259.80,USD,B057
LE-0001513,ORD-004454,2025-03-06,698.94,USD,B058
LE-0001514,ORD-005560,2025-06-13,725.01,USD,B059
LE-0001515,ORD-000113,2025-08-07,818.67,USD,B060
LE-0001516,ORD-006859,2025-10-21,785.75,USD,B061
LE-0001517,ORD-009132,2025-11-04,391.16,USD,B062
LE-0001518,ORD-002845,2025-02-28,785.00,USD,B063
LE-0001519,ORD-003754,2025-09-21,359.21,USD,B064
LE-0001520,ORD-001576,2025-10-20,745.65,USD,B065
LE-0001521,ORD-004689,2025-05-18,893.47,USD,B066
LE-0001522,ORD-007577,2025-08-11,16.11,USD,B067
LE-0001523,ORD-002892,2025-05-10,816.90,USD,B068
LE-0001524,ORD-007292,2025-08-18,457.47,USD,B069
LE-0001525,ORD-006284,2025-07-28,121.97,USD,B070
LE-0001526,ORD-010354,2025-11-14,89.46,USD,B071
LE-0001527,ORD-009183,2025-09-08,683.52,USD,B072
LE-0001528,ORD-006534,2025-01-22,252.29,USD,B073
LE-0001529,ORD-004238,2025-03-10,62.32,USD,B074
LE-0001530,ORD-006631,2025-05-11,8.44,USD,B075
LE-0001531,ORD-000567,2025-05-26,515.93,USD,B076
LE-0001532,ORD-001695,2025-07-04,880.02,USD,B077
LE-0001533,ORD-008246,2025-05-12,599.42,USD,B078
LE-0001534,ORD-011610,2025-02-14,321.65,USD,B079
LE-0001535,ORD-009888,2025-11-12,608.38,USD,B080
LE-0001536,ORD-004580,2025-10-17,527.31,USD,B081
LE-0001537,ORD-006032,2025-07-12,718.36,USD,B082
LE-0001538,ORD-006920,2025-05-31,539.62,USD,B083
LE-0001539,ORD-002290,2025-02-18,621.18,USD,B084
LE-0001540,ORD-005966,2025-12-05,431.33,USD,B085
LE-0001541,ORD-007712,2025-12-05,35.81,USD,B086
LE-0001542,ORD-010031,2025-11-08,408.62,USD,B087
LE-0001543,ORD-006398,2025-07-02,807.35,USD,B088
LE-0001544,ORD-011099,2025-05-11,610.90,USD,B089
LE-0001545,ORD-000583,2025-05-11,295.41,USD,B090
LE-0001546,ORD-003670,2025-10-03,662.84,USD,B091
LE-0001547,ORD-006812,2025-09-21,676.82,USD,B092
LE-0001548,ORD-008394,2025-12-23,601.20,USD,B093
LE-0001549,ORD-009280,2025-07-18,226.52,USD,B094
LE-0001550,ORD-009788,2025-08-09,742.10,USD,B095
LE-0001551,ORD-005874,2025-06-02,598.56,USD,B096
LE-0001552,ORD-003329,2025-08-20,71.40,USD,B000
LE-0001553,ORD-000271,2025-02-03,151.83,USD,B001
LE-0001554,ORD-005363,2025-10-07,283.21,USD,B002
LE-0001555,ORD-009449,2025-09-02,772.18,USD,B003
LE-0001556,ORD-006283,2025-11-28,181.46,USD,B004
LE-0001557,ORD-008372,2025-07-05,54.59,USD,B005
LE-0001558,ORD-010083,2025-10-24,689.97,USD,B006
LE-0001559,ORD-001196,2025-03-02,597.44,USD,B007
LE-0001560,ORD-007890,2025-09-13,645.67,USD,B008
LE-0001561,ORD-011430,2025-03-14,349.59,USD,B009
LE-0001562,ORD-003657,2025-06-12,292.54,USD,B010
LE-0001563,ORD-002642,2025-10-04,435.40,USD,B011
LE-0001564,ORD-000726,2025-01-21,493.31,USD,B012
LE-0001565,ORD-005095,2025-01-24,784.79,USD,B013
LE-0001566,ORD-003197,2025-08-03,192.27,USD,B014
LE-0001567,ORD-001660,2025-10-10,274.64,USD,B015
LE-0001568,ORD-007945,2025-06-19,892.82,USD,B016
LE-0001569,ORD-008286,2025-03-13,775.58,USD,B017
LE-0001570,ORD-007795,2025-12-10,314.33,USD,B018
LE-0001571,ORD-007732,2025-05-16,526.82,USD,B019
LE-0001572,ORD-000097,2025-03-12,335.01,USD,B020
LE-0001573,ORD-005274,2025-03-03,366.47,USD,B021
LE-0001574,ORD-002022,2025-10-07,467.35,USD,B022
LE-0001575,ORD-002494,2025-05-25,747.54,USD,B023
LE-0001576,ORD-001977,2025-02-08,515.39,USD,B024
LE-0001577,ORD-000416,2025-01-04,227.63,USD,B025
LE-0001578,ORD-003875,2025-10-14,35.71,USD,B026
LE-0001579,ORD-006092,2025-08-31,758.36,USD,B027
LE-0001580,ORD-004530,2025-06-25,296.58,USD,B028
LE-0001581,ORD-001002,2025-07-10,402.30,USD,B029
LE-0001582,ORD-010245,2025-10-11,808.24,USD,B030
LE-0001583,ORD-002532,2025-04-04,287.19,USD,B031
LE-0001584,ORD-010876,2025-05-05,422.82,USD,B032
LE-0001585,ORD-001124,2025-07-23,501.56,USD,B033
LE-0001586,ORD-011163,2025-01-24,232.34,USD,B034
LE-0001587,ORD-004077,2025-02-04,381.52,USD,B035
LE-0001588,ORD-001996,2025-06-09,584.62,USD,B036
LE-0001589,ORD-011131,2025-05-31,647.87,USD,B037
LE-0001590,ORD-006716,2025-07-28,193.37,USD,B038
LE-0001591,ORD-000317,2025-09-25,526.30,USD,B039
LE-0001592,ORD-006904,2025-11-05,732.27,USD,B040
LE-0001593,ORD-000250,2025-12-19,253.81,USD,B041
LE-0001594,ORD-008876,2025-03-22,551.49,USD,B042
LE-0001595,ORD-005694,2025-05-16,290.75,USD,B043
LE-0001596,ORD-002810,2025-03-16,215.62,USD,B044
LE-0001597,ORD-011699,2025-01-27,236.33,USD,B045
LE-0001598,ORD-009513,2025-04-29,23.00,USD,B046
LE-0001599,ORD-009204,2025-08-31,304.24,USD,B047
LE-0001600,ORD-006693,2025-09-21,516.52,USD,B048
LE-0001601,ORD-004669,2025-04-25,777.40,USD,B049
LE-0001602,ORD-004537,2025-06-06,788.20,USD,B050
LE-0001603,ORD-007587,2025-06-12,62.20,USD,B051
LE-0001604,ORD-003365,2025-03-14,522.19,USD,B052
LE-0001605,ORD-006272,2025-09-13,422.61,USD,B053
LE-0001606,ORD-002055,2025-10-09,93.91,USD,B054
LE-0001607,ORD-004417,2025-04-19,412.09,USD,B055
LE-0001608,ORD-002578,2025-11-26,149.38,USD,B056
LE-0001609,ORD-002332,2025-10-19,808.00,USD,B057
LE-0001610,ORD-011715,2025-12-17,47.71,USD,B058
LE-0001611,ORD-005803,2025-08-08,159.26,USD,B059
LE-0001612,ORD-005802,2025-04-13,473.72,USD,B060
LE-0001613,ORD-008856,2025-03-23,838.81,USD,B061
LE-0001614,ORD-008877,2025-07-14,101.25,USD,B062
LE-0001615,ORD-004140,2025-05-11,735.24,USD,B063
LE-0001616,ORD-005299,2025-03-18,491.06,USD,B064
LE-0001617,ORD-003480,2025-04-01,792.64,USD,B065
LE-0001618,ORD-007778,2025-09-18,865.48,USD,B066
LE-0001619,ORD-006467,2025-08-20,126.87,USD,B067
LE-0001620,ORD-009119,2025-07-20,274.00,USD,B068
LE-0001621,ORD-007003,2025-02-21,560.98,USD,B069
LE-0001622,ORD-002351,2025-01-17,369.73,USD,B070
LE-0001623,ORD-001751,2025-12-28,829.93,USD,B071
LE-0001624,ORD-007094,2025-04-05,383.00,USD,B072
LE-0001625,ORD-009312,2025-11-25,97.01,USD,B073
LE-0001626,ORD-003137,2025-07-03,8.99,USD,B074
LE-0001627,ORD-002742,2025-11-10,501.69,USD,B075
LE-0001628,ORD-010378,2025-05-24,348.97,USD,B076
LE-0001629,ORD-000927,2025-05-22,10.00,USD,B077
LE-0001630,ORD-006958,2025-02-20,831.47,USD,B078
LE-0001631,ORD-003975,2025-04-09,849.32,USD,B079
LE-0001632,ORD-006558,2025-08-18,779.63,USD,B080
LE-0001633,ORD-003483,2025-12-29,894.13,USD,B081
LE-0001634,ORD-007026,2025-07-18,680.78,USD,B082
LE-0001635,ORD-001547,2025-06-08,689.69,USD,B083
LE-0001636,ORD-009376,2025-08-10,135.78,USD,B084
LE-0001637,ORD-000336,2025-05-15,8.63,USD,B085
LE-0001638,ORD-008742,2025-12-20,43.73,USD,B086
LE-0001639,ORD-010882,2025-11-21,833.57,USD,B087
LE-0001640,ORD-000639,2025-02-06,20.99,USD,B088
LE-0001641,ORD-006659,2025-05-07,887.51,USD,B089
LE-0001642,ORD-001721,2025-01-06,306.33,USD,B090
LE-0001643,ORD-007866,2025-01-27,756.18,USD,B091
LE-0001644,ORD-002695,2025-10-06,378.75,USD,B092
LE-0001645,ORD-011347,2025-06-21,841.81,USD,B093
LE-0001646,ORD-011759,2025-02-15,165.88,USD,B094
LE-0001647,ORD-009082,2025-08-04,691.20,USD,B095
LE-0001648,ORD-006875,2025-02-18,845.93,USD,B096
LE-0001649,ORD-009854,2025-01-04,391.60,USD,B000
LE-0001650,ORD-004810,2025-01-29,485.58,USD,B001
LE-0001651,ORD-002799,2025-02-21,384.54,USD,B002
LE-0001652,ORD-000752,2025-10-26,367.90,USD,B003
LE-0001653,ORD-002056,2025-05-25,527.22,USD,B004
LE-0001654,ORD-010654,2025-01-17,861.20,USD,B005
LE-0001655,ORD-011625,2025-09-08,739.39,USD,B006
LE-0001656,ORD-010297,2025-03-16,220.70,USD,B007
LE-0001657,ORD-008057,2025-02-04,760.89,USD,B008
LE-0001658,ORD-009953,2025-03-31,743.05,USD,B009
LE-0001659,ORD-007391,2025-11-27,730.76,USD,B010
LE-0001660,ORD-003642,2025-02-26,898.15,USD,B011
LE-0001661,ORD-001456,2025-08-07,334.25,USD,B012
LE-0001662,ORD-011781,2025-12-04,754.54,USD,B013
LE-0001663,ORD-001052,2025-01-19,257.00,USD,B014
LE-0001664,ORD-007663,2025-05-25,424.91,USD,B015
LE-0001665,ORD-005925,2025-07-25,623.29,USD,B016
LE-0001666,ORD-011074,2025-02-26,60.54,USD,B017
LE-0001667,ORD-000628,2025-07-22,226.58,USD,B018
LE-0001668,ORD-010738,2025-01-03,353.87,USD,B019
LE-0001669,ORD-004320,2025-07-22,247.35,USD,B020
LE-0001670,ORD-007997,2025-04-24,135.74,USD,B021
LE-0001671,ORD-006612,2025-08-05,215.87,USD,B022
LE-0001672,ORD-003310,2025-07-26,418.89,USD,B023
LE-0001673,ORD-011053,2025-04-22,497.96,USD,B024
LE-0001674,ORD-009899,2025-12-31,594.45,USD,B025
LE-0001675,ORD-000650,2025-08-09,326.98,USD,B026
LE-0001676,ORD-007059,2025-01-19,135.30,USD,B027
LE-0001677,ORD-011025,2025-01-16,518.34,USD,B028
LE-0001678,ORD-009163,2025-12-18,205.12,USD,B029
LE-0001679,ORD-003073,2025-06-08,105.62,USD,B030
LE-0001680,ORD-002253,2025-08-04,858.78,USD,B031
LE-0001681,ORD-004215,2025-07-15,852.94,USD,B032
LE-0001682,ORD-001327,2025-08-03,274.55,USD,B033
LE-0001683,ORD-008941,2025-09-01,386.02,USD,B034
LE-0001684,ORD-003711,2025-04-16,70.95,USD,B035
LE-0001685,ORD-003207,2025-11-03,471.18,USD,B036
LE-0001686,ORD-009937,2025-12-13,87.24,USD,B037
LE-0001687,ORD-003835,2025-02-23,318.05,USD,B038
LE-0001688,ORD-005398,2025-09-01,64.70,USD,B039
LE-0001689,ORD-002548,2025-08-08,239.80,USD,B040
LE-0001690,ORD-001139,2025-02-21,631.20,USD,B041
LE-0001691,ORD-009002,2025-09-16,768.63,USD,B042
LE-0001692,ORD-001222,2025-06-22,103.00,USD,B043
